GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.logStartToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,MutablePair.mcZD.sp,73,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,EnumUtil,53,0,6,0,10,0,5,0,2,0
Spark Project Core,org.apache.spark.util,MutablePair.mcDI.sp,75,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,SizeEstimator,70,0,0,0,0,0,17,0,17,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.nonLocalPaths.1..anonfun.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils.,4818,1460,469,87,706,244,403,102,138,89
Spark Project Core,org.apache.spark.util,AccumulatorV2..anonfun.readObject.new Serializable() {...},2,40,1,5,0,8,1,5,0,3
Spark Project Core,org.apache.spark.util,ListenerBus..anonfun.findListenersByClass.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ListenerBus..anonfun.findListenersByClass.new Serializable() {...},24,0,6,0,1,0,5,0,2,0
Spark Project Core,org.apache.spark.util,CausedBy.,0,22,0,0,0,2,0,3,0,3
Spark Project Core,org.apache.spark.util,SizeEstimator.,182,682,41,47,12,112,48,48,18,34
Spark Project Core,org.apache.spark.util,Utils..anonfun.findLocalInetAddress.1..anonfun.new Serializable() {...},0,6,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.util,Utils..anonfun.findLocalInetAddress.1..anonfun.new Serializable() {...},0,13,0,4,0,1,0,4,0,2
Spark Project Core,org.apache.spark.util,Utils..anonfun.findLocalInetAddress.1..anonfun.new Serializable() {...},5,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,MutablePair.mcID.sp,75,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,Benchmark.Timer..anonfun.stopTiming.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.copyFile.new Serializable() {...},54,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.copyFile.new Serializable() {...},33,0,0,0,3,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.initAccessedFields.1..anonfun.apply.new Serializable() {...},2,3,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,Utils..anonfun.copyFile.new Serializable() {...},47,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,SystemClock,48,8,4,0,12,3,4,2,2,2
Spark Project Core,org.apache.spark.util,JsonProtocol.SPARK_LISTENER_EVENT_FORMATTED_CLASS_NAMES.,152,0,0,0,19,0,20,0,20,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.blockUpdatedInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.blockUpdatedInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,MutablePair.mcIZ.sp,73,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.blockUpdatedInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ByteBufferOutputStream..anonfun.toByteBuffer.new Serializable() {...},2,3,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,MutablePair.mcCC.sp,73,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,TaskCompletionListenerException,65,0,2,0,10,0,5,0,4,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.UUIDToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.UUIDToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol.JOB_RESULT_FORMATTED_CLASS_NAMES.,24,0,0,0,3,0,4,0,4,0
Spark Project Core,org.apache.spark.util,Utils,753,38,0,0,0,0,176,8,176,8
Spark Project Core,org.apache.spark.util,Utils..anonfun.getDefaultPropertiesFile.new Serializable() {...},16,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getDefaultPropertiesFile.new Serializable() {...},40,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getDefaultPropertiesFile.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getDefaultPropertiesFile.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,EventLoop,94,74,4,2,7,15,22,9,19,9
Spark Project Core,org.apache.spark.util,Distribution..anonfun.showQuantiles.new Serializable() {...},22,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.util,Distribution..anonfun.showQuantiles.new Serializable() {...},22,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.localCanonicalHostName.new Serializable() {...},0,7,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.util,Utils..anonfun.redact.1..anonfun.apply.new Serializable() {...},14,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.redact.1..anonfun.apply.new Serializable() {...},20,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.redact.1..anonfun.apply.new Serializable() {...},17,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},2,3,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},2,12,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},38,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,Utils..anonfun.org.apache.spark.util.Utils..getCompressedFileLength.new Serializable() {...},33,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},5,72,3,3,0,7,3,2,0,2
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},28,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.executorRemovedToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.executorRemovedToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.executorRemovedToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.executorRemovedToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},15,3,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},0,26,0,0,0,2,0,2,0,2
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},18,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.accumValueToJson.2..anonfun.apply.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,SignalUtils..anonfun.registerLogger.new Serializable() {...},15,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},36,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},36,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},25,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},0,11,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.util,FieldAccessFinder..anon.new MethodVisitor() {...},2,49,1,3,0,4,1,4,0,3
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.new Serializable() {...},13,6,0,0,1,1,1,1,1,1
Spark Project Core,org.apache.spark.util,AccumulatorMetadata.,38,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.new Serializable() {...},8,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.new Serializable() {...},12,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,MemoryParam.,19,0,0,0,3,0,3,0,3,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.setupSecureURLConnection.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.setupSecureURLConnection.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.new Serializable() {...},40,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.logUncaughtExceptions.new Serializable() {...},30,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.new Serializable() {...},8,3,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,Utils..anonfun.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.new Serializable() {...},74,0,4,0,6,0,4,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.new Serializable() {...},8,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.new Serializable() {...},9,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.deleteRecursively.new Serializable() {...},28,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,Utils..anonfun.deleteRecursively.new Serializable() {...},5,11,0,0,0,3,0,2,0,2
Spark Project Core,org.apache.spark.util,ThreadUtils..anonfun.new Serializable() {...},14,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.util,ThreadUtils..anonfun.new Serializable() {...},14,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.copyFileStreamNIO.new Serializable() {...},39,9,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,Utils..anonfun.copyFileStreamNIO.new Serializable() {...},44,9,0,0,2,1,1,1,1,1
Spark Project Core,org.apache.spark.util,EventLoop..anon.new Thread() {...},76,39,8,4,6,7,5,3,0,2
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.94..anonfun.apply.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,TaskCompletionListenerException.,12,0,0,0,2,0,4,0,4,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.stageInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.stageInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,TimeStampedHashMap..anonfun.apply.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.stageInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.stageInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.stageInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,CommandLineUtils.class,146,0,6,0,10,0,7,0,4,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.org.apache.spark.util.Utils..filesEqualRecursive.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.org.apache.spark.util.Utils..filesEqualRecursive.new Serializable() {...},27,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.util,IntParam.,23,0,0,0,3,0,3,0,3,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.org.apache.spark.util.Utils..filesEqualRecursive.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,AccumulatorV2..anonfun.name.new Serializable() {...},2,19,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.util,MutablePair,597,0,14,0,10,0,108,0,101,0
Spark Project Core,org.apache.spark.util,MutablePair.mcII.sp,75,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.environmentUpdateToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ListenerBus..anonfun.listeners.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,MutablePair.mcCI.sp,73,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.loadDefaultSparkProperties.1..anonfun.apply.10..anonfun.apply.new Serializable() {...},9,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.stageCompletedToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ShutdownHookManager..anonfun.1..anonfun.apply.mcV.sp.3..anonfun.apply.new Serializable() {...},16,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ShutdownHookManager..anonfun.1..anonfun.apply.mcV.sp.3..anonfun.apply.new Serializable() {...},33,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,AccumulatorContext.,11,61,0,0,2,8,3,7,3,7
Spark Project Core,org.apache.spark.util,SizeEstimator..anonfun.getIsCompressedOops.new Serializable() {...},16,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.4..anonfun.apply.new Serializable() {...},16,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.executeCommand.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.executeCommand.new Serializable() {...},14,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.executeCommand.new Serializable() {...},32,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.util,CompletionIterator,315,75,1,3,0,8,78,15,77,14
Spark Project Core,org.apache.spark.util,ThreadUtils.,223,122,12,0,29,32,9,13,3,13
Spark Project Core,org.apache.spark.util,Utils..anonfun.getDefaultPropertiesFile.1..anonfun.apply.new Serializable() {...},37,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.checkHostPort.new Serializable() {...},33,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,TimeStampedHashMap..anonfun.putIfAbsent.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,SparkUncaughtExceptionHandler..anonfun.uncaughtException.new Serializable() {...},26,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Distribution.,36,0,2,0,8,0,6,0,5,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.tryLog.new Serializable() {...},30,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.50..anonfun.apply.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.5..anonfun.apply.new Serializable() {...},1,19,1,1,0,1,1,3,0,3
Spark Project Core,org.apache.spark.util,Utils..anonfun.5..anonfun.apply.new Serializable() {...},5,3,0,0,0,1,2,1,2,1
Spark Project Core,org.apache.spark.util,Utils..anonfun.getThreadDump.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getThreadDump.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,SizeEstimator.ClassInfo,0,15,0,0,0,3,0,3,0,3
Spark Project Core,org.apache.spark.util,StatCounter..anonfun.merge.new Serializable() {...},2,13,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.util,ByteBufferOutputStream..anonfun.reset.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.tryOrIOException.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.tryOrIOException.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getCurrentUserGroups.new Serializable() {...},33,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,SparkShutdownHookManager..anonfun.runAll.1..anonfun.apply.mcV.sp.new Serializable() {...},12,8,1,1,0,1,3,1,2,1
Spark Project Core,org.apache.spark.util,MutablePair.mcIJ.sp,75,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,CompletionIterator..anon.new CompletionIterator() {...},0,11,0,0,0,2,0,2,0,2
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.6..anonfun.apply.new Serializable() {...},16,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.getInnerClosureClasses.new Serializable() {...},0,19,0,0,0,3,0,2,0,2
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.jobEndToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.jobEndToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.jobEndToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,RpcUtils,26,0,0,0,0,0,6,0,6,0
Spark Project Core,org.apache.spark.util,MutablePair.mcDJ.sp,75,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.loadDefaultSparkProperties.1..anonfun.apply.new Serializable() {...},47,0,4,0,3,0,4,0,2,0
Spark Project Core,org.apache.spark.util,AccumulatorV2..anonfun.name.1..anonfun.apply.new Serializable() {...},0,7,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.util,SparkUncaughtExceptionHandler,128,12,8,0,10,2,25,2,21,2
Spark Project Core,org.apache.spark.util,Benchmark.Case,161,0,28,0,1,0,31,0,16,0
Spark Project Core,org.apache.spark.util,ThreadStackTrace,315,0,56,0,8,0,59,0,28,0
Spark Project Core,org.apache.spark.util,AccumulatorV2,85,191,8,14,7,37,8,20,1,16
Spark Project Core,org.apache.spark.util,Utils..anonfun.getContextOrSparkClassLoader.new Serializable() {...},3,3,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,SparkExitCode.,26,0,0,0,4,0,5,0,5,0
Spark Project Core,org.apache.spark.util,SizeEstimator.SearchState,0,60,0,4,0,11,0,10,0,8
Spark Project Core,org.apache.spark.util,Utils..anonfun.tryWithSafeFinallyAndFailureCallbacks.new Serializable() {...},34,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.tryWithSafeFinallyAndFailureCallbacks.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.tryWithSafeFinallyAndFailureCallbacks.new Serializable() {...},34,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,SerializableBuffer..anonfun.writeObject.new Serializable() {...},42,0,4,0,5,0,4,0,2,0
Spark Project Core,org.apache.spark.util,PeriodicCheckpointer..anonfun.getAllCheckpointFiles.new Serializable() {...},15,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.16..anonfun.apply.new Serializable() {...},10,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskStartToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskStartToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskStartToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Benchmark.Case.,37,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.loadExtensions.1..anonfun.new Serializable() {...},16,0,0,0,1,0,2,0,2,0
